Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
Armenia,ARM,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02422300237042,2.31180038075694,2.01900948156246,1.00015832470269,0.505744286916326,0.588114818325782,0.393971701911446,0.502070844901321,0.48611683532469,0.412295129332327,0.436890995420766,0.394328728245012,0.296978815706251,0.286322945174401,0.27171838637852,0.274145871248473,0.236419785029994,0.234716672460915,0.235349685902812,0.215988495354525,0.200764682280302,0.213861327225172,0.211650915864241,0.193034055765033,0.187434992472899,0.183201179762014,0.16120999811796,0.150555565894079,0.148623642813818,0.147174887620732,0.170473478735323,,,
American Samoa,ASM,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301289628912471,0.2894088240812,0.276056022715963,0.260243109730556,0.242297344938973,0.259157383497111,0.258624966700684,0.253160703204685,0.25546983308209,0.254209719874599,0.244381068940543,0.257915618331229,0.261682888194813,0.260399370291624,0.244218259581897,0.228024848217313,0.207355892043718,0.194532502289616,0.19495204946229,0.233138579901908,0.256692228623301,0.251149851390626,0.265210738448786,0.274914562580538,0.270443826124942,0.277019597308241,0.265818522787952,0.264151678729502,0.245577083636324,0.231387370075432,0.258152688060361,,,
Australia,AUS,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888141762857418,0.858663481694275,0.841112772963625,0.805643688680541,0.779879421130854,0.766004176853323,0.744268371593865,0.722478384341966,0.72207539130851,0.696446170532743,0.672571383689743,0.649051183361626,0.624579097688728,0.594378740021727,0.578610311912183,0.553588428346051,0.525306913262135,0.503829025618313,0.486149605973016,0.450476635676676,0.456608218571384,0.420201003810906,0.406224405903041,0.365833358956666,0.344603071356195,0.350226267299368,0.345407954062954,0.333636539455933,0.316051559391686,0.300443510912544,0.278380147693197,,,
Austria,AUT,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.389774285403622,0.39042046925508,0.345411901780835,0.336437299945445,0.324370598058573,0.32483899472025,0.332020786063922,0.316998424017198,0.303934891670399,0.285782778840266,0.269925261054814,0.284250571274705,0.275310986257009,0.285240891309874,0.274645162929167,0.26465074515036,0.237975705175536,0.217792176315649,0.205736085092856,0.188697638180789,0.199146959114845,0.183030137311398,0.166256843418158,0.161804808458332,0.148790434287578,0.14677081849894,0.138386888770511,0.138206091249484,0.12541970562879,0.121655232917409,0.115836490688388,,,
Azerbaijan,AZE,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41887164670793,1.34532635122215,2.07658007261798,1.99256462869116,1.69454117437036,1.8233737105873,1.48013206091466,1.33968598312923,1.20438201309897,1.09044074803564,1.01725060206154,0.86304458580361,0.770046588271259,0.7478013481516,0.660561225881718,0.531134053841009,0.388749179459319,0.274402739601546,0.267896617370881,0.203939967956743,0.182924850813394,0.200893827111615,0.202984359960954,0.191144614865316,0.19385342940679,0.220424849052734,0.229904158877353,0.22965400419592,0.226279703609158,0.235377118531862,0.234473648171088,,,
Burundi,BDI,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056139628889813,0.0632977751248223,0.0536900837316972,0.0585507859416601,0.0596096700735578,0.0653040376541811,0.0717631520570741,0.0726174310555406,0.0704622297243189,0.0705844622508351,0.0781929008368362,0.0599779664674111,0.0586684084445845,0.0457206105924118,0.0395945950358395,0.038382051625266,0.0420341610779117,0.0396656377487355,0.0383899348049841,0.0366335122407293,0.0561964715566828,0.0588112179263595,0.0570293502504831,0.0518308429479283,0.0476898411445261,0.0429002107981467,0.0528812432716092,0.0631724906502164,0.076294499166604,0.0783210831333811,0.0777209144885591,,,
Belgium,BEL,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58682876942673,0.581114293185528,0.551592692945912,0.533296319512748,0.527842840645633,0.503497543657605,0.517071021878592,0.482712453175905,0.480259840934591,0.443998448855917,0.411660759430275,0.399543538247882,0.35426675017813,0.359842182696883,0.339235893058311,0.319164433080375,0.290628699198681,0.265756217715615,0.263021076677837,0.245124091543117,0.246217334775201,0.213501249176658,0.202834613342614,0.198115992159438,0.179425968853357,0.182568644616985,0.171010391398172,0.161361463375921,0.155802000871209,0.145037487832378,0.135571573637847,,,
Benin,BEN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0527006238521391,0.0405238894887089,0.0397631212609986,0.0373082762743499,0.0349386664779777,0.0347716486652976,0.105483346002507,0.124571247062988,0.116398491197338,0.120245366756112,0.118035359220333,0.1334852603651,0.157616018845893,0.167667860783622,0.169362720633627,0.176894249564231,0.197644174372054,0.209128302659897,0.196563587232582,0.209870386536679,0.221838363277411,0.203521714062932,0.182845506796932,0.175086087361504,0.177929967623792,0.18032821904239,0.206284424523231,0.202104079953396,0.204549421224182,0.184857138221178,0.187580930081191,,,
Burkina Faso,BFA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114417949228823,0.102411104962438,0.101762762469916,0.0980942462540238,0.0951311642646198,0.0900994966491113,0.0903129447300438,0.0953665885790334,0.0933468689948785,0.0909815700603341,0.0981256133236166,0.0878912612305912,0.0831753617211341,0.0812047001466525,0.077845047464344,0.070530541069566,0.0783302637620502,0.088026009827455,0.0926359407388413,0.0903577504522813,0.0893349966851121,0.0862391203519378,0.100352235321022,0.102556735157721,0.10070262038127,0.122508671900069,0.11312286605428,0.11787432144486,0.120173560689888,0.122525644687817,0.114668420164516,,,
Bangladesh,BGD,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109750722369198,0.0964164101505144,0.0975966240262573,0.0967833582060621,0.0982877361690845,0.111939245798907,0.1068902880272,0.113387138652609,0.108171686364625,0.106440928673344,0.101707956710575,0.117301577729034,0.118396235643547,0.11631787505706,0.114772005317138,0.111925795629858,0.111717025080221,0.107518684836678,0.108910118704374,0.110870953083662,0.117077486130155,0.115886382175395,0.111001088033907,0.109456012835107,0.106369517281348,0.109923614564447,0.111381409202741,0.112153371762906,0.111698118366827,0.0982147710899128,0.0864834841917868,,,
Bulgaria,BGR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11799728146057,0.94401305461623,0.936780984316316,0.938252581272824,0.866721474703201,0.843158638951592,0.965514175571973,1.10870508255927,0.989562121767786,0.929463081506693,0.827452375937042,0.82852603259593,0.7144754544814,0.732388389883208,0.665646637676003,0.608786456360628,0.564639714431314,0.543726935253438,0.46550355525502,0.40641347520106,0.404485182713063,0.428965355850056,0.37742716678033,0.327930374403762,0.33045064894345,0.337506108671517,0.29064172694366,0.288869084749155,0.25294405060785,0.223029874027032,0.194626287685019,,,
Bahrain,BHR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806492954417792,0.675815082055378,0.734594294947607,0.676893944616456,0.679952714911615,0.648655962831946,0.639830348390088,0.62135425113133,0.630001507627272,0.594171573894762,0.56696390390934,0.558368239454098,0.55909929485609,0.537444866862821,0.488782766991582,0.512370879508601,0.507263903458144,0.466546241482934,0.46385052465174,0.448661456360163,0.446381284821738,0.429647475141694,0.412509269672654,0.426084312178459,0.443533782464664,0.487696778439516,0.474706091779376,0.42808654209144,0.413814492880538,0.425278853883694,0.433617032601588,,,
"Bahamas, The",BHS,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372086930516803,0.388805253371423,0.370091375221218,0.336895887991251,0.324075201868086,0.316368718056685,0.293520289929091,0.241625235174964,0.307011679404612,0.275888652064747,0.257555733936645,0.236062632518075,0.230134352711755,0.233785539381465,0.223409913380341,0.195591718768701,0.180441663442459,0.175467915214189,0.180778047483221,0.190037488889119,0.182256302857902,0.19571135973791,0.207716911180906,0.243735985832531,0.207105988839857,0.177061220053184,0.160487121486248,0.159646873249974,0.197778562514519,0.18365600040184,0.22194192528325,,,
Bosnia and Herzegovina,BIH,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.891190240615141,0.769836773618592,0.497281673959287,0.737671401426966,0.799509632869612,0.702991112014797,0.808951713225855,0.764697440672211,0.745095360740505,0.723697563229187,0.695330304500913,0.665029443749639,0.641645566329153,0.612363889609749,0.612484218560833,0.610384532531166,0.601697524185754,0.649904723264028,0.591190601937422,0.559809621808142,0.489977167196454,0.47095785925851,0.499037001877816,0.485684995481661,0.449384185464093,0.389961777411589,0.397999008496937,,,
Belarus,BLR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87470814013208,1.76899711486125,1.74484712404748,1.6020631153548,1.50686022908874,1.46534601491632,1.42282566799432,1.26774769559899,1.1208573084115,1.02700361156058,0.914821338820106,0.834179499052798,0.782422091510577,0.727500194638617,0.674756990871475,0.605655158598496,0.556150479032938,0.486190028390547,0.454821002840718,0.428150627247124,0.421745368285949,0.372177285401978,0.349269833234761,0.333904705134757,0.330916913391427,0.320500896505646,0.327756786063946,0.323947797433333,0.323174759781623,0.304556150515594,0.287559216667219,,,
Belize,BLZ,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.411294281151143,0.463217080261653,0.350136289239878,0.341476774612019,0.3312113592434,0.324346714611544,0.257231339706341,0.309399105757673,0.280763733258237,0.238088926008751,0.233973463874696,0.246626947010311,0.215816331221166,0.193790989943927,0.164105899459517,0.165462321034664,0.162603918487739,0.163409963023269,0.149330278835515,0.175862641677755,0.171360043348294,0.181399920911178,0.151475754707535,0.142469949691747,0.148467849241003,0.201342745701994,0.193540681189658,0.193417401195928,0.18300984200049,0.201040257077361,0.214037332511901,,,
Bermuda,BMU,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63915507709947,0.61327398804969,0.606495250178994,0.521757062082202,0.454985456052071,0.384309049537107,0.348924488968045,0.360362329396882,0.322382776749601,0.300471126652589,0.280499788481577,0.259954947310157,0.266591758625677,0.270987928664523,0.26770322325818,0.261835940474649,0.262773622297066,0.271925116695288,0.268804131849627,0.275386268395641,0.283127176705325,0.286767742065575,0.275999725528689,0.259501598271794,0.257806156822034,0.257957847855306,0.257791762883006,0.229391230540813,0.217442399459922,0.208477501785192,0.189820334467977,,,
Brazil,BRA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198419854144177,0.197242809079196,0.196158342683025,0.189118958120793,0.180808499075392,0.184264822743293,0.192545336050352,0.196266166578346,0.199788951434611,0.203093912243854,0.198282497191757,0.194733927049188,0.185120791423294,0.175565357787363,0.17087516285771,0.162089052695907,0.153039578140064,0.147572240649517,0.146013433675891,0.136078220833996,0.142172847746463,0.140810297037507,0.151484970863035,0.155348188051074,0.160524978304068,0.160989574340521,0.152113973897814,0.150953687336698,0.137883504187849,0.133967729381939,0.130369783198359,,,
Barbados,BRB,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.402139623558945,0.403041760955439,0.386810728185014,0.355075195397895,0.36129693631617,0.353241467890543,0.345560839083267,0.353455383613464,0.358584761864425,0.374613334573681,0.344739937611925,0.353653924578266,0.342524742071547,0.340625729434283,0.33503322027395,0.323690151903258,0.300710689185223,0.290967573148303,0.335970594067369,0.347276772699851,0.325496144571191,0.328610455849361,0.337885753827881,0.330166459081847,0.296623217271153,0.286280480709351,0.282958610342557,0.260908713170239,0.277106156369745,0.250497676920302,0.267840520657137,,,
Brunei Darussalam,BRN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225624585994225,0.219648026222137,0.217167435003238,0.231709983446906,0.238816968189842,0.241501330636471,0.241872882417121,0.261219874279481,0.224600883211801,0.210881262556988,0.213382004178038,0.202715429630567,0.188543960674204,0.214499518515956,0.192299331851099,0.181667260670031,0.254353717692203,0.234863165685807,0.260310726148065,0.262027725194524,0.229811477844595,0.22190576261248,0.207314013142314,0.212741551895678,0.212340157772276,0.246549180743463,0.294862253012801,0.281572532504189,0.284235431300042,0.251633189108415,0.333657386219771,,,
Bhutan,BTN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224202808186991,0.214714814861562,0.225191075956187,0.186184708336202,0.201994416150742,0.220787266498728,0.247569987218109,0.296856157794802,0.274434015084398,0.251348639500205,0.244278948425788,0.21508435356794,0.207012362163381,0.172816989352371,0.131768065125147,0.150196477913401,0.136885549619771,0.112950558163197,0.112091232464798,0.0979693536515531,0.107471874613596,0.14712763370062,0.150224690379871,0.160012493832068,0.162461220394818,0.150693067811389,0.159451402407274,0.157630226646199,0.16588274643516,0.151834307118554,0.120315554811978,,,
Botswana,BWA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359711001360881,0.315408627025088,0.361393656613519,0.341284583406864,0.30562231217825,0.289643605631011,0.245688749741025,0.234437593597221,0.277190989716837,0.261177539780707,0.261790905402494,0.244734041481081,0.236657179419781,0.215662801295883,0.207380173773715,0.207245167343179,0.177212476435602,0.17239619912033,0.166588954981546,0.183751055283617,0.132787213457113,0.140234081522617,0.130039071418532,0.190530639018446,0.215636820768445,0.224643962066791,0.184465457222585,0.208432957050473,0.214627216645543,0.182729463259698,0.158240577695031,,,
Central African Republic,CAF,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0830739956980566,0.0775272034742589,0.0864227736941004,0.0875273920913287,0.0833013382842689,0.0775786951504519,0.080908539234094,0.0755337388372072,0.0971419629824795,0.0962855167910693,0.099165773901478,0.0965768811401861,0.0906148929508459,0.086861774569878,0.0781483674225446,0.0743931790951306,0.0720152007731668,0.0680330031070071,0.0471451925029389,0.0423349413891641,0.0415495740720309,0.0434008427769668,0.0403350588592343,0.0367157298098412,0.0405516769435829,0.0521466141256005,0.0534452231542056,0.0530121611151433,0.0513801611808274,0.0503032775232525,0.0494632779883548,,,
Canada,CAN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.748845879248484,0.728859922473506,0.728594580458385,0.68625358601274,0.665427224188986,0.651055925396304,0.64833682104569,0.631218036248407,0.610819555424283,0.583968501955022,0.570717890884064,0.54022504141647,0.540011693418962,0.53194402342888,0.495028330592697,0.468727418260476,0.435348094944854,0.439178641512113,0.410127314095013,0.398928108380268,0.393884164380815,0.383958143814284,0.372108411153209,0.357591828199147,0.346467273878802,0.350344281813989,0.331849492471613,0.321773672593209,0.31277835931371,0.302067436456495,0.287961499418105,,,
Central Europe and the Baltics,CEB,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26115132369183,1.24707154687625,1.15440206857869,1.07862990338863,0.989282762900366,0.92118461122066,0.906760925789327,0.849830208466944,0.764982611947177,0.700542077710334,0.654143566745836,0.62140592050616,0.568887262679087,0.559505688567548,0.512718750129424,0.484318758384365,0.44742145908646,0.405423940361133,0.358388148353841,0.331661855169251,0.325798251631283,0.305288339405861,0.284108663566304,0.265027790820478,0.246308543240458,0.238921987539123,0.229758613611296,0.223210770818854,0.206689949538927,0.179801455809452,0.168082825977762,,,
Switzerland,CHE,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226672642206377,0.233237296784322,0.22831903835836,0.212316796717889,0.201213290488824,0.200035156329421,0.197491097498853,0.184221637187677,0.18380071282969,0.179403351102684,0.16578661040359,0.16514416291686,0.15453932662988,0.157723499383732,0.152531158745109,0.148468189598732,0.131328050988162,0.113230520714106,0.109261673619208,0.106452296695123,0.1061265651627,0.0905500213864581,0.0894444684762689,0.0872787661571612,0.07662874402758,0.0723165868651836,0.0703368332199965,0.0671437294106246,0.0622749651961244,0.0599791524986121,0.0570826997256691,,,
Channel Islands,CHI,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515743731735898,0.442574238420669,0.397907733277053,0.384818177318965,0.389428933514048,0.372850391628215,0.385933382710743,0.403550533728554,0.388485317120015,0.401985343129232,0.346904115965757,0.315846796186455,0.305681404339436,0.292533666006669,0.292445756324249,0.272773830839633,0.223173455909295,0.23196851042587,0.246565538146208,0.241223310640397,0.226564285797935,0.219020458713678,0.209482026905742,0.211369388617143,0.190022046291521,0.202861812505272,0.203621108846927,0.193254546124985,0.181096849512636,0.188577489658916,0.17622026527885,,,
China,CHN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95079355378859,1.82937551534869,1.64476901034084,1.54338608194593,1.3986169141848,1.37782543774099,1.22369397344483,1.1240443150869,1.0642657054107,0.949906048600416,0.908532312450942,0.864888812324168,0.839397703764096,0.871863834296728,0.891131269580749,0.883571748104159,0.840400861149051,0.778182667241147,0.716891436061114,0.698108277661049,0.684556525267189,0.670493270629503,0.630798744243144,0.616564037878549,0.585297654690664,0.553993430368542,0.526980725619998,0.507329210515754,0.486080645102757,0.459036473322334,0.450690817090424,,,
Cote d'Ivoire,CIV,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0824101813045938,0.0822177123559595,0.080022841971625,0.0835531976347828,0.0848880667411084,0.0844255785882394,0.0927049965885013,0.101956862903083,0.0970314584134444,0.129488759973794,0.120601691269375,0.120631943133478,0.128594754274243,0.102724119876326,0.099845979774884,0.103052314976318,0.0942883316913161,0.0901553124797935,0.0966102778543326,0.0863095760878142,0.0840456447206624,0.0838249879511935,0.104823396021076,0.101761260587745,0.0940105322016251,0.0907350710915814,0.0844120218219811,0.0879099061802329,0.0790203852440274,0.0774817793308202,0.0755658453090271,,,
Cameroon,CMR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125960289343424,0.304264591115061,0.301740261337874,0.269653152422083,0.207580961961641,0.200174239922032,0.191683788718033,0.184329121732566,0.180427810522428,0.161725878046383,0.165687396919829,0.153760893583821,0.144253060152092,0.136045829107516,0.121782518495984,0.113109075418805,0.107285586414005,0.120577147580795,0.119947677995555,0.127797531688459,0.122408047048434,0.11247603391497,0.108020820019137,0.108928041257003,0.109441000869673,0.107444271479052,0.106344260258056,0.100802396760619,0.101719197035228,0.0946649737013264,0.0968223127664527,,,
"Congo, Dem. Rep.",COD,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104158052071149,0.0601433374164235,0.0560434574559192,0.0809263388969684,0.0960179766845758,0.0892775183280978,0.0953092318061324,0.0992096925697716,0.0999786631229018,0.0949471228749417,0.077719657066922,0.074337912060087,0.0749509565130794,0.0843152304596464,0.0746602823317493,0.077664581707268,0.073933509066623,0.0733860720036861,0.0699915309166291,0.0662779957866158,0.0648362307458044,0.0675598061194942,0.0611783693587148,0.0736407286281854,0.0819354846459934,0.0468076952000028,0.0318878755671489,0.0329788972491024,0.0301004501602027,0.0305155290786163,0.0295539221726044,,,
